Date,Open,High,Low,Close,Adj Close,Volume
2021-04-09,3390.000000,3390.000000,3360.000000,3360.000000,3085.840820,56861400
2021-04-12,3340.000000,3390.000000,3300.000000,3310.000000,3039.920410,79003200
2021-04-13,3340.000000,3340.000000,3300.000000,3330.000000,3058.288574,51300200
2021-04-14,3360.000000,3360.000000,3320.000000,3340.000000,3067.472412,52587500
2021-04-15,3340.000000,3360.000000,3320.000000,3360.000000,3085.840820,65669100
2021-04-16,3370.000000,3370.000000,3320.000000,3360.000000,3085.840820,52517800
2021-04-19,3330.000000,3360.000000,3330.000000,3340.000000,3067.472412,44899700
2021-04-20,3330.000000,3350.000000,3300.000000,3320.000000,3049.104492,55700100
2021-04-21,3290.000000,3330.000000,3280.000000,3280.000000,3012.368408,47167800
2021-04-22,3290.000000,3340.000000,3290.000000,3330.000000,3058.288574,54970000
2021-04-23,3330.000000,3330.000000,3290.000000,3310.000000,3039.920410,39798400
2021-04-26,3280.000000,3300.000000,3250.000000,3250.000000,2984.816162,55076200
2021-04-27,3240.000000,3250.000000,3140.000000,3160.000000,2902.159668,166985400
2021-04-28,3160.000000,3170.000000,3130.000000,3140.000000,2883.791504,91596300
2021-04-29,3150.000000,3210.000000,3140.000000,3200.000000,2938.895996,111785100
2021-04-30,3220.000000,3260.000000,3200.000000,3200.000000,2938.895996,143840800
2021-05-03,3200.000000,3210.000000,3130.000000,3170.000000,2911.343750,124724400
2021-05-04,3180.000000,3210.000000,3170.000000,3210.000000,2948.080078,60180600
2021-05-05,3210.000000,3210.000000,3180.000000,3200.000000,2938.895996,76480300
2021-05-06,3200.000000,3200.000000,3150.000000,3190.000000,2929.711914,91955600
2021-05-07,3200.000000,3220.000000,3180.000000,3190.000000,2929.711914,98099900
2021-05-10,3190.000000,3200.000000,3160.000000,3170.000000,2911.343750,104121900
2021-05-11,3170.000000,3200.000000,3150.000000,3180.000000,2920.527832,94281900
2021-05-17,3190.000000,3190.000000,3150.000000,3190.000000,2929.711914,114071400
2021-05-18,3190.000000,3190.000000,3150.000000,3180.000000,2920.527832,77310400
2021-05-19,3150.000000,3220.000000,3150.000000,3160.000000,2902.159668,48958100
2021-05-20,3190.000000,3320.000000,3180.000000,3310.000000,3039.920410,197430900
2021-05-21,3340.000000,3350.000000,3270.000000,3270.000000,3003.184326,104101400
2021-05-24,3290.000000,3330.000000,3220.000000,3260.000000,2994.000244,64347100
2021-05-25,3290.000000,3320.000000,3270.000000,3300.000000,3030.736328,62218300
2021-05-27,3350.000000,3400.000000,3330.000000,3380.000000,3104.208984,233551300
2021-05-28,3380.000000,3400.000000,3260.000000,3270.000000,3003.184326,87439800
2021-05-31,3300.000000,3460.000000,3300.000000,3440.000000,3159.312988,155768200
2021-06-02,3490.000000,3500.000000,3420.000000,3450.000000,3168.497070,108933400
2021-06-03,3420.000000,3490.000000,3420.000000,3490.000000,3205.233154,77627900
2021-06-04,3490.000000,3510.000000,3450.000000,3500.000000,3214.417480,70624200
2021-06-07,3540.000000,3570.000000,3500.000000,3550.000000,3260.337646,124440300
2021-06-08,3550.000000,3550.000000,3470.000000,3500.000000,3214.417480,132409400
2021-06-09,3340.000000,3400.000000,3310.000000,3390.000000,3270.380371,112204200
2021-06-10,3350.000000,3500.000000,3340.000000,3480.000000,3357.204590,137713700
2021-06-11,3490.000000,3500.000000,3420.000000,3470.000000,3347.557617,82336600
2021-06-14,3460.000000,3470.000000,3400.000000,3410.000000,3289.674805,46016500
2021-06-15,3410.000000,3440.000000,3380.000000,3440.000000,3318.616211,60528600
2021-06-16,3380.000000,3430.000000,3380.000000,3410.000000,3289.674805,39149800
2021-06-17,3370.000000,3420.000000,3350.000000,3350.000000,3231.791748,50286100
2021-06-18,3350.000000,3400.000000,3290.000000,3350.000000,3231.791748,168414300
2021-06-21,3280.000000,3340.000000,3260.000000,3300.000000,3183.556152,74248200
2021-06-22,3300.000000,3370.000000,3290.000000,3300.000000,3183.556152,89349200
2021-06-23,3310.000000,3420.000000,3310.000000,3370.000000,3251.086182,81901000
2021-06-24,3330.000000,3360.000000,3240.000000,3250.000000,3135.320557,101334200
2021-06-25,3250.000000,3300.000000,3240.000000,3250.000000,3135.320557,58330700
2021-06-28,3250.000000,3260.000000,3170.000000,3170.000000,3058.143311,66338900
2021-06-29,3190.000000,3260.000000,3150.000000,3160.000000,3048.496094,123411200
2021-06-30,3150.000000,3180.000000,3130.000000,3150.000000,3038.849121,142204500
2021-07-01,3160.000000,3170.000000,3090.000000,3110.000000,3000.260498,143665900
2021-07-02,3110.000000,3130.000000,3060.000000,3070.000000,2961.671875,161855700
2021-07-05,3070.000000,3090.000000,3010.000000,3040.000000,2932.730469,133815000
2021-07-06,3050.000000,3070.000000,3000.000000,3010.000000,2903.789063,151573500
2021-07-07,3030.000000,3070.000000,3010.000000,3030.000000,2923.083496,110215500
2021-07-08,3060.000000,3060.000000,3000.000000,3010.000000,2903.789063,132576600
2021-07-09,3040.000000,3170.000000,3030.000000,3160.000000,3048.496094,222916400
2021-07-12,3190.000000,3190.000000,3110.000000,3130.000000,3019.554688,86268000
2021-07-13,3160.000000,3160.000000,3050.000000,3070.000000,2961.671875,82856600
2021-07-14,3050.000000,3070.000000,3020.000000,3060.000000,2952.024902,84993400
2021-07-15,3110.000000,3140.000000,3080.000000,3130.000000,3019.554688,88092800
2021-07-16,3140.000000,3170.000000,3110.000000,3170.000000,3058.143311,63626300
2021-07-19,3160.000000,3230.000000,3150.000000,3220.000000,3106.379150,116219500
2021-07-21,3190.000000,3240.000000,3180.000000,3210.000000,3096.731934,115099400
2021-07-22,3210.000000,3260.000000,3210.000000,3260.000000,3144.967529,48865700
2021-07-23,3250.000000,3250.000000,3150.000000,3170.000000,3058.143311,67128400
2021-07-26,3140.000000,3200.000000,3140.000000,3190.000000,3077.437744,55525800
2021-07-27,3210.000000,3270.000000,3160.000000,3270.000000,3154.614746,62673400
2021-07-28,3250.000000,3250.000000,3150.000000,3190.000000,3077.437744,103282300
2021-07-29,3210.000000,3290.000000,3200.000000,3230.000000,3116.026123,126542400
2021-07-30,3200.000000,3290.000000,3200.000000,3240.000000,3125.673340,95143100
2021-08-02,3240.000000,3310.000000,3210.000000,3310.000000,3193.203369,60368200
2021-08-03,3310.000000,3360.000000,3290.000000,3330.000000,3212.497559,89712500
2021-08-04,3330.000000,3370.000000,3310.000000,3370.000000,3251.086182,63108600
2021-08-05,3360.000000,3400.000000,3320.000000,3340.000000,3222.144775,89742800
2021-08-06,3360.000000,3380.000000,3310.000000,3320.000000,3202.850342,31664200
2021-08-09,3260.000000,3300.000000,3220.000000,3250.000000,3135.320557,70299500
2021-08-10,3240.000000,3270.000000,3190.000000,3230.000000,3116.026123,57658000
2021-08-12,3260.000000,3350.000000,3240.000000,3350.000000,3231.791748,93133400
2021-08-13,3370.000000,3380.000000,3260.000000,3300.000000,3183.556152,59903600
2021-08-16,3300.000000,3340.000000,3290.000000,3340.000000,3222.144775,38661800
2021-08-18,3360.000000,3440.000000,3350.000000,3420.000000,3299.321777,162921300
2021-08-19,3410.000000,3430.000000,3360.000000,3390.000000,3270.380371,100851800
2021-08-20,3390.000000,3430.000000,3370.000000,3400.000000,3280.027588,113411000
2021-08-23,3420.000000,3440.000000,3400.000000,3440.000000,3318.616211,64122400
2021-08-24,3410.000000,3420.000000,3310.000000,3400.000000,3280.027588,69338100
2021-08-25,3390.000000,3390.000000,3330.000000,3370.000000,3251.086182,66618200
2021-08-26,3330.000000,3360.000000,3320.000000,3360.000000,3241.438965,55756100
2021-08-27,3370.000000,3370.000000,3310.000000,3320.000000,3202.850342,62419000
2021-08-30,3330.000000,3400.000000,3330.000000,3400.000000,3280.027588,64177700
2021-08-31,3400.000000,3420.000000,3360.000000,3400.000000,3280.027588,130019000
2021-09-01,3420.000000,3420.000000,3330.000000,3340.000000,3222.144775,85135200
2021-09-02,3350.000000,3390.000000,3350.000000,3370.000000,3251.086182,51633800
2021-09-03,3400.000000,3420.000000,3370.000000,3390.000000,3270.380371,65479800
2021-09-06,3410.000000,3410.000000,3380.000000,3390.000000,3270.380371,52640400
2021-09-07,3410.000000,3410.000000,3360.000000,3380.000000,3260.733398,42617400
2021-09-08,3400.000000,3400.000000,3310.000000,3330.000000,3212.497559,80636800
2021-09-09,3360.000000,3390.000000,3330.000000,3390.000000,3270.380371,82214400
2021-09-10,3380.000000,3390.000000,3320.000000,3330.000000,3212.497559,52115300
2021-09-13,3310.000000,3350.000000,3300.000000,3350.000000,3231.791748,45547200
2021-09-14,3380.000000,3450.000000,3350.000000,3440.000000,3318.616211,166002100
2021-09-15,3430.000000,3450.000000,3410.000000,3450.000000,3328.263184,73158300
2021-09-16,3470.000000,3470.000000,3400.000000,3440.000000,3318.616211,58318700
2021-09-17,3400.000000,3530.000000,3390.000000,3530.000000,3405.440430,117573100
2021-09-20,3500.000000,3520.000000,3460.000000,3520.000000,3395.793213,83985100
2021-09-21,3500.000000,3560.000000,3480.000000,3530.000000,3405.440430,95848100
2021-09-22,3530.000000,3590.000000,3520.000000,3590.000000,3463.323242,66835200
2021-09-23,3600.000000,3610.000000,3550.000000,3560.000000,3434.381836,104737500
2021-09-24,3560.000000,3580.000000,3540.000000,3560.000000,3434.381836,72224500
2021-09-27,3530.000000,3560.000000,3480.000000,3520.000000,3395.793213,87303000
2021-09-28,3510.000000,3540.000000,3490.000000,3530.000000,3405.440430,54671700
2021-09-29,3490.000000,3540.000000,3490.000000,3530.000000,3405.440430,53170100
2021-09-30,3550.000000,3690.000000,3540.000000,3690.000000,3559.794678,153853900
2021-10-01,3680.000000,3690.000000,3610.000000,3660.000000,3530.853271,109898400
2021-10-04,3620.000000,3670.000000,3600.000000,3670.000000,3540.500244,82205100
2021-10-05,3670.000000,3680.000000,3620.000000,3670.000000,3540.500244,140488300
2021-10-06,3690.000000,3770.000000,3650.000000,3760.000000,3627.324707,153535700
2021-10-07,3720.000000,3740.000000,3690.000000,3720.000000,3588.736084,56837600
2021-10-08,3730.000000,3800.000000,3720.000000,3800.000000,3665.913086,91361800
2021-10-11,3800.000000,3850.000000,3770.000000,3810.000000,3675.560303,78865000
2021-10-12,3780.000000,3840.000000,3770.000000,3780.000000,3646.618896,69866300
2021-10-13,3750.000000,3820.000000,3750.000000,3770.000000,3636.971680,87143900
2021-10-14,3770.000000,3830.000000,3770.000000,3830.000000,3694.854492,95817900
2021-10-15,3840.000000,3840.000000,3750.000000,3810.000000,3675.560303,69707700
2021-10-18,3840.000000,3840.000000,3790.000000,3790.000000,3656.266113,78580700
2021-10-19,3750.000000,3800.000000,3720.000000,3740.000000,3608.030273,61095700
2021-10-21,3780.000000,3880.000000,3760.000000,3850.000000,3714.148926,169659500
2021-10-22,3860.000000,3880.000000,3820.000000,3870.000000,3733.443115,59640700
2021-10-25,3800.000000,3840.000000,3780.000000,3780.000000,3646.618896,58246300
2021-10-26,3800.000000,3830.000000,3780.000000,3800.000000,3665.913086,58615100
2021-10-27,3820.000000,3830.000000,3770.000000,3790.000000,3656.266113,52210100
2021-10-28,3820.000000,3820.000000,3710.000000,3750.000000,3617.677490,61151100
2021-10-29,3750.000000,3810.000000,3730.000000,3800.000000,3665.913086,70430900
2021-11-01,3810.000000,3820.000000,3700.000000,3700.000000,3569.441650,65447100
2021-11-02,3700.000000,3710.000000,3640.000000,3660.000000,3530.853271,170260000
2021-11-03,3620.000000,3740.000000,3620.000000,3720.000000,3588.736084,48810500
2021-11-04,3750.000000,3780.000000,3720.000000,3770.000000,3636.971680,53494200
2021-11-05,3760.000000,3770.000000,3710.000000,3770.000000,3636.971680,43133000
2021-11-08,3780.000000,3780.000000,3710.000000,3750.000000,3617.677490,58758600
2021-11-09,3730.000000,3740.000000,3680.000000,3710.000000,3579.088867,92427800
2021-11-10,3670.000000,3720.000000,3670.000000,3700.000000,3569.441650,53511200
2021-11-11,3700.000000,3730.000000,3640.000000,3650.000000,3521.206055,95789600
2021-11-12,3660.000000,3660.000000,3600.000000,3600.000000,3472.970459,115142400
2021-11-15,3600.000000,3650.000000,3600.000000,3600.000000,3472.970459,91001800
2021-11-16,3590.000000,3680.000000,3590.000000,3670.000000,3540.500244,99590700
2021-11-17,3690.000000,3690.000000,3600.000000,3630.000000,3501.911865,82023300
2021-11-18,3630.000000,3640.000000,3600.000000,3630.000000,3501.911865,53290400
2021-11-19,3660.000000,3920.000000,3660.000000,3900.000000,3762.384521,310615000
2021-11-22,3920.000000,3930.000000,3780.000000,3800.000000,3665.913086,206683100
2021-11-23,3800.000000,3850.000000,3780.000000,3800.000000,3665.913086,67778800
2021-11-24,3840.000000,3840.000000,3790.000000,3800.000000,3665.913086,67303800
2021-11-25,3880.000000,4090.000000,3850.000000,4000.000000,3858.855957,264897100
2021-11-26,4040.000000,4050.000000,3970.000000,4010.000000,3868.503174,231870300
2021-11-29,4010.000000,4170.000000,3980.000000,4140.000000,3993.916016,228774600
2021-11-30,4150.000000,4170.000000,3990.000000,3990.000000,3849.208740,435800600
2021-12-01,4040.000000,4150.000000,4020.000000,4080.000000,3936.033203,200699200
2021-12-02,4140.000000,4190.000000,4100.000000,4160.000000,4013.210205,116093100
2021-12-03,4130.000000,4180.000000,4050.000000,4070.000000,3926.385986,96760700
2021-12-06,4060.000000,4250.000000,4050.000000,4170.000000,4022.857422,106756900
2021-12-07,4180.000000,4200.000000,4120.000000,4150.000000,4003.562988,121543400
2021-12-08,4100.000000,4120.000000,4010.000000,4090.000000,3945.680176,113845600
2021-12-09,4090.000000,4150.000000,4080.000000,4150.000000,4003.562988,86985800
2021-12-10,4070.000000,4150.000000,4070.000000,4150.000000,4003.562988,90725000
2021-12-13,4150.000000,4150.000000,4080.000000,4080.000000,3936.033203,65533000
2021-12-14,4120.000000,4120.000000,4070.000000,4100.000000,3955.327393,75736900
2021-12-15,4060.000000,4140.000000,4060.000000,4080.000000,3936.033203,84424500
2021-12-16,4110.000000,4150.000000,4060.000000,4100.000000,3955.327393,98164300
2021-12-17,4010.000000,4100.000000,4010.000000,4100.000000,3955.327393,149615800
2021-12-20,4070.000000,4110.000000,4040.000000,4080.000000,3936.033203,72794200
2021-12-21,4110.000000,4190.000000,4100.000000,4160.000000,4013.210205,98039300
2021-12-22,4160.000000,4170.000000,4110.000000,4110.000000,3964.974609,50574500
2021-12-23,4110.000000,4160.000000,4100.000000,4160.000000,4013.210205,54508200
2021-12-24,4160.000000,4170.000000,4100.000000,4110.000000,3964.974609,29075600
2021-12-27,4150.000000,4150.000000,4070.000000,4080.000000,3936.033203,30748000
2021-12-28,4080.000000,4130.000000,4050.000000,4090.000000,3945.680176,39443300
2021-12-29,4100.000000,4130.000000,4080.000000,4080.000000,3936.033203,25596100
2021-12-30,4130.000000,4130.000000,4040.000000,4040.000000,3897.444580,50575100
2022-01-03,4060.000000,4180.000000,4050.000000,4180.000000,4032.504395,65937900
2022-01-04,4180.000000,4200.000000,4150.000000,4170.000000,4022.857422,42984700
2022-01-05,4150.000000,4190.000000,4030.000000,4050.000000,3907.091553,119584700
2022-01-06,4090.000000,4120.000000,4030.000000,4120.000000,3974.621582,89197500
2022-01-07,4120.000000,4190.000000,4090.000000,4170.000000,4022.857422,68415100
2022-01-10,4180.000000,4190.000000,4100.000000,4100.000000,3955.327393,44921200
2022-01-11,4120.000000,4160.000000,4090.000000,4090.000000,3945.680176,61890200
2022-01-12,4110.000000,4140.000000,4070.000000,4110.000000,3964.974609,45132700
2022-01-13,4170.000000,4180.000000,4110.000000,4180.000000,4032.504395,84148400
2022-01-14,4140.000000,4190.000000,4130.000000,4190.000000,4042.151611,28193100
2022-01-17,4200.000000,4200.000000,4140.000000,4180.000000,4032.504395,39816300
2022-01-18,4200.000000,4250.000000,4160.000000,4250.000000,4100.034668,112212200
2022-01-19,4260.000000,4260.000000,4230.000000,4250.000000,4100.034668,88713900
2022-01-20,4300.000000,4300.000000,4190.000000,4220.000000,4071.093018,100014500
2022-01-21,4240.000000,4330.000000,4190.000000,4330.000000,4177.211426,75534800
2022-01-24,4260.000000,4310.000000,4250.000000,4300.000000,4148.270020,70404500
2022-01-25,4310.000000,4320.000000,4250.000000,4290.000000,4138.623047,116353600
2022-01-26,4380.000000,4390.000000,4290.000000,4390.000000,4235.094238,127641400
2022-01-27,4400.000000,4400.000000,4260.000000,4270.000000,4119.328613,98613900
2022-01-28,4260.000000,4300.000000,4230.000000,4260.000000,4109.681641,61686700
2022-01-31,4210.000000,4250.000000,4190.000000,4190.000000,4042.151611,88735900
2022-02-02,4170.000000,4200.000000,4150.000000,4170.000000,4022.857422,144006000
2022-02-03,4200.000000,4210.000000,4160.000000,4200.000000,4051.798828,58212400
2022-02-04,4260.000000,4260.000000,4180.000000,4230.000000,4080.740234,98728700
2022-02-07,4230.000000,4290.000000,4210.000000,4290.000000,4138.623047,90285800
2022-02-08,4280.000000,4280.000000,4230.000000,4230.000000,4080.740234,71210400
2022-02-09,4280.000000,4280.000000,4210.000000,4280.000000,4128.976074,95375000
2022-02-10,4400.000000,4470.000000,4340.000000,4460.000000,4302.624512,233984700
2022-02-11,4500.000000,4550.000000,4410.000000,4450.000000,4292.977051,130081900
2022-02-14,4380.000000,4400.000000,4310.000000,4400.000000,4244.741699,104903700
2022-02-15,4400.000000,4440.000000,4360.000000,4410.000000,4254.388672,75305900
2022-02-16,4420.000000,4460.000000,4380.000000,4400.000000,4244.741699,90121200
2022-02-17,4400.000000,4440.000000,4360.000000,4410.000000,4254.388672,72970200
2022-02-18,4420.000000,4440.000000,4370.000000,4400.000000,4244.741699,71111300
2022-02-21,4370.000000,4420.000000,4340.000000,4370.000000,4215.800293,58883000
2022-02-22,4320.000000,4360.000000,4250.000000,4300.000000,4148.270020,106985800
2022-02-23,4280.000000,4370.000000,4270.000000,4350.000000,4196.505859,110562400
2022-02-24,4280.000000,4320.000000,4200.000000,4240.000000,4090.387207,126158600
2022-02-25,4240.000000,4350.000000,4240.000000,4340.000000,4186.858887,208757000
2022-03-01,4640.000000,4650.000000,4350.000000,4350.000000,4196.505859,206416900
2022-03-02,4400.000000,4400.000000,4270.000000,4290.000000,4138.623047,152165300
2022-03-04,4440.000000,4440.000000,4300.000000,4400.000000,4244.741699,155369100
2022-03-07,4400.000000,4530.000000,4370.000000,4510.000000,4350.859863,177360400
2022-03-08,4600.000000,4700.000000,4540.000000,4620.000000,4456.978516,234086000
2022-03-09,4550.000000,4620.000000,4420.000000,4440.000000,4283.330078,145145900
2022-03-10,4500.000000,4500.000000,4380.000000,4410.000000,4254.388672,130830800
2022-03-11,4410.000000,4590.000000,4400.000000,4590.000000,4428.037109,143446200
2022-03-14,4650.000000,4670.000000,4540.000000,4580.000000,4418.390137,166572700
2022-03-15,4630.000000,4630.000000,4570.000000,4620.000000,4456.978516,231077800
2022-03-16,4660.000000,4660.000000,4550.000000,4630.000000,4466.625977,109961900
2022-03-17,4550.000000,4580.000000,4450.000000,4480.000000,4321.918457,246300800
2022-03-18,4490.000000,4540.000000,4470.000000,4540.000000,4379.801758,210266100
2022-03-21,4550.000000,4570.000000,4520.000000,4550.000000,4389.448730,79691600
2022-03-22,4550.000000,4580.000000,4540.000000,4550.000000,4389.448730,98699900
2022-03-23,4550.000000,4570.000000,4500.000000,4550.000000,4389.448730,78299500
2022-03-24,4500.000000,4570.000000,4500.000000,4560.000000,4399.095703,89578400
2022-03-25,4510.000000,4540.000000,4480.000000,4520.000000,4360.507324,90053700
2022-03-28,4510.000000,4600.000000,4500.000000,4600.000000,4437.684570,184131000
2022-03-29,4600.000000,4620.000000,4560.000000,4560.000000,4399.095703,77920800
2022-03-30,4620.000000,4620.000000,4560.000000,4580.000000,4418.390137,118749100
2022-03-31,4620.000000,4640.000000,4560.000000,4580.000000,4418.390137,108109700
2022-04-01,4550.000000,4580.000000,4530.000000,4580.000000,4418.390137,86590300
2022-04-04,4560.000000,4570.000000,4490.000000,4540.000000,4379.801758,103480300
2022-04-05,4550.000000,4550.000000,4500.000000,4520.000000,4360.507324,52172300
2022-04-06,4490.000000,4500.000000,4420.000000,4430.000000,4273.683105,108368800
2022-04-07,4450.000000,4540.000000,4440.000000,4540.000000,4379.801758,143921800
2022-04-08,4580.000000,4610.000000,4560.000000,4580.000000,4418.390137,161974500
2022-04-11,4610.000000,4610.000000,4550.000000,4590.000000,4428.037109,90521500
2022-04-12,4620.000000,4630.000000,4580.000000,4630.000000,4466.625977,187948000
2022-04-13,4700.000000,4720.000000,4650.000000,4690.000000,4524.508789,196864200
2022-04-14,4700.000000,4730.000000,4660.000000,4680.000000,4514.861328,112735200
2022-04-18,4720.000000,4730.000000,4690.000000,4710.000000,4543.802734,120778200
2022-04-19,4740.000000,4750.000000,4680.000000,4680.000000,4514.861328,92268300
2022-04-20,4680.000000,4690.000000,4620.000000,4630.000000,4466.625977,88360900
2022-04-21,4620.000000,4670.000000,4600.000000,4620.000000,4456.978516,97575800
2022-04-22,4620.000000,4680.000000,4580.000000,4620.000000,4456.978516,101299100
2022-04-25,4610.000000,4720.000000,4580.000000,4710.000000,4543.802734,92045500
2022-04-26,4680.000000,4760.000000,4670.000000,4760.000000,4592.038574,85945800
2022-04-27,4720.000000,4790.000000,4720.000000,4770.000000,4601.685547,136485600
2022-04-28,4850.000000,4850.000000,4620.000000,4620.000000,4456.978516,198484800
2022-05-09,4560.000000,4560.000000,4300.000000,4310.000000,4157.917480,343682000
2022-05-10,4120.000000,4380.000000,4120.000000,4340.000000,4186.858887,281386300
2022-05-11,4400.000000,4480.000000,4330.000000,4330.000000,4177.211426,154455400
2022-05-12,4340.000000,4390.000000,4250.000000,4300.000000,4148.270020,233518500
2022-05-13,4250.000000,4350.000000,4230.000000,4260.000000,4109.681641,190889200
2022-05-17,4250.000000,4290.000000,4180.000000,4180.000000,4032.504395,170880700
2022-05-18,4230.000000,4290.000000,4190.000000,4250.000000,4100.034668,185359500
2022-05-19,4180.000000,4230.000000,4150.000000,4210.000000,4061.445801,112679300
2022-05-20,4220.000000,4230.000000,4170.000000,4170.000000,4022.857422,141701800
2022-05-23,4160.000000,4180.000000,4070.000000,4110.000000,3964.974609,196569900
